GLAID,Borough,Priority,Empty,Bedroom
2616,Ealing,2,1 to 3 years,Unknown
2617,Ealing,2,1 to 3 years,3B
2618,Ealing,2,1 to 3 years,Unknown
2619,Ealing,2,1 to 3 years,4B
2620,Ealing,2,1 to 3 years,2B
2621,Ealing,2,1 to 3 years,2B
2622,Ealing,2,1 to 3 years,4B
2623,Ealing,2,1 to 3 years,4B
2624,Ealing,2,1 to 3 years,2B
2625,Ealing,2,1 to 3 years,2B
2626,Ealing,2,1 to 3 years,2B
2627,Ealing,2,1 to 3 years,1B
2628,Ealing,2,1 to 3 years,2B
2629,Ealing,2,1 to 3 years,Unknown
2630,Ealing,2,1 to 3 years,2B
2631,Ealing,2,1 to 3 years,1B
2632,Ealing,2,1 to 3 years,4B
2633,Ealing,2,1 to 3 years,Unknown
2634,Ealing,2,1 to 3 years,2B
2635,Ealing,2,1 to 3 years,2B
2636,Ealing,2,1 to 3 years,Unknown
2637,Ealing,2,1 to 3 years,4B
2638,Ealing,2,1 to 3 years,Unknown
2639,Ealing,2,1 to 3 years,4B
2640,Ealing,2,1 to 3 years,Unknown
2641,Ealing,2,1 to 3 years,3B
2642,Ealing,2,1 to 3 years,Unknown
2643,Ealing,2,1 to 3 years,Unknown
2644,Ealing,2,1 to 3 years,Unknown
2645,Ealing,2,1 to 3 years,Unknown
2646,Ealing,2,1 to 3 years,Unknown
2647,Ealing,2,1 to 3 years,Unknown
2648,Ealing,1,1 to 3 years,3B
2649,Ealing,1,1 to 3 years,2B
2650,Ealing,1,1 to 3 years,3B
2651,Ealing,5,Over 5 years,5B+
2652,Ealing,5,Over 5 years,3B
2653,Ealing,5,Over 5 years,3B
2654,Ealing,5,Over 5 years,3B
2655,Ealing,5,Over 5 years,3B
2656,Ealing,4,Over 5 years,3B
2657,Ealing,4,Over 5 years,3B
2658,Ealing,4,Over 5 years,3B
2659,Ealing,4,Over 5 years,3B
2660,Ealing,4,Over 5 years,3B
2661,Ealing,4,Over 5 years,3B
2662,Ealing,3,Over 5 years,3B
2663,Ealing,3,Over 5 years,2B
2664,Ealing,3,Over 5 years,3B
2665,Ealing,5,Over 5 years,3B
2666,Ealing,3,Over 5 years,3B
2667,Ealing,3,Over 5 years,3B
2668,Ealing,5,Over 5 years,3B
2669,Ealing,5,Over 5 years,3B
2670,Ealing,5,Over 5 years,3B
2671,Ealing,4,Over 5 years,3B
2672,Ealing,3,Over 5 years,3B
2673,Ealing,2,Over 5 years,3B
2674,Ealing,5,Over 5 years,Unknown
2675,Ealing,5,Over 5 years,3B
2676,Ealing,5,Over 5 years,4B
2677,Ealing,5,Over 5 years,3B
2678,Ealing,5,Over 5 years,4B
2679,Ealing,5,Over 5 years,4B
2680,Ealing,4,Over 5 years,2B
2681,Ealing,4,Over 5 years,3B
2682,Ealing,3,Over 5 years,2B
2683,Ealing,3,Over 5 years,3B
2684,Ealing,3,Over 5 years,3B
2685,Ealing,3,Over 5 years,2B
2686,Ealing,3,Over 5 years,3B
2687,Ealing,3,Over 5 years,2B
2688,Ealing,4,Over 5 years,2B
2689,Ealing,4,Over 5 years,2B
2690,Ealing,4,Over 5 years,3B
2691,Ealing,4,Over 5 years,2B
2692,Ealing,4,Over 5 years,5B+
2693,Ealing,4,Over 5 years,5B+
2694,Ealing,4,Over 5 years,5B+
2695,Ealing,4,Over 5 years,5B+
2696,Ealing,4,Over 5 years,5B+
2697,Ealing,4,Over 5 years,3B
2698,Ealing,3,Over 5 years,5B+
2699,Ealing,3,Over 5 years,2B
2700,Ealing,3,Over 5 years,3B
2701,Ealing,4,Over 5 years,3B
2702,Ealing,3,Over 5 years,2B
2703,Ealing,3,3 to 5 years,5B+
2704,Ealing,3,3 to 5 years,2B
2705,Ealing,2,3 to 5 years,2B
2706,Ealing,2,3 to 5 years,2B
2707,Ealing,4,3 to 5 years,3B
2708,Ealing,4,3 to 5 years,3B
2710,Ealing,4,3 to 5 years,3B
2711,Ealing,3,3 to 5 years,3B
2712,Ealing,3,3 to 5 years,4B
2713,Ealing,3,3 to 5 years,3B
2714,Ealing,3,3 to 5 years,5B+
2715,Ealing,3,3 to 5 years,3B
2716,Ealing,3,3 to 5 years,3B
2717,Ealing,3,3 to 5 years,2B
2718,Ealing,2,3 to 5 years,2B
2719,Ealing,2,3 to 5 years,3B
2720,Ealing,2,3 to 5 years,3B
2721,Ealing,2,3 to 5 years,3B
2722,Ealing,2,3 to 5 years,2B
2723,Ealing,2,3 to 5 years,3B
2724,Ealing,2,3 to 5 years,5B+
2725,Ealing,2,3 to 5 years,2B
2726,Ealing,2,3 to 5 years,4B
2727,Ealing,2,3 to 5 years,3B
2728,Ealing,2,3 to 5 years,3B
2729,Ealing,5,Over 5 years,3B
2730,Ealing,4,3 to 5 years,3B
2731,Ealing,3,3 to 5 years,3B
2732,Ealing,5,Over 5 years,3B
2733,Ealing,5,Over 5 years,3B
2734,Ealing,5,Over 5 years,3B
2735,Ealing,5,Over 5 years,3B
2736,Ealing,4,Over 5 years,3B
2737,Ealing,2,1 to 3 years,2B
2738,Ealing,4,1 to 3 years,5B+
2739,Ealing,3,1 to 3 years,3B
2740,Ealing,3,1 to 3 years,3B
2741,Ealing,3,1 to 3 years,5B+
2742,Ealing,3,1 to 3 years,2B
2743,Ealing,2,1 to 3 years,3B
2744,Ealing,2,1 to 3 years,3B
2745,Ealing,2,1 to 3 years,3B
2746,Ealing,2,1 to 3 years,3B
2747,Ealing,2,1 to 3 years,4B
2748,Ealing,2,1 to 3 years,3B
2749,Ealing,2,1 to 3 years,3B
2750,Ealing,2,1 to 3 years,3B
2751,Ealing,2,1 to 3 years,3B
2752,Ealing,2,1 to 3 years,2B
2753,Ealing,2,1 to 3 years,3B
2754,Ealing,2,1 to 3 years,4B
2755,Ealing,2,1 to 3 years,3B
2756,Ealing,2,1 to 3 years,1B
2757,Ealing,2,1 to 3 years,3B
2758,Ealing,2,1 to 3 years,3B
2759,Ealing,2,1 to 3 years,2B
2760,Ealing,2,1 to 3 years,2B
2761,Ealing,2,1 to 3 years,3B
2762,Ealing,1,1 to 3 years,3B
2763,Ealing,4,Over 5 years,4B
2764,Ealing,5,Over 5 years,3B
2765,Ealing,3,Over 5 years,2B
2766,Ealing,2,Over 5 years,3B
2767,Ealing,2,Over 5 years,1B
2768,Ealing,3,Over 5 years,2B
2769,Ealing,3,Over 5 years,2B
2770,Ealing,5,Over 5 years,3B
2771,Ealing,4,Over 5 years,4B
2772,Ealing,3,1 to 3 years,2B
2773,Ealing,2,1 to 3 years,3B
2774,Ealing,1,1 to 3 years,3B
2775,Ealing,3,1 to 3 years,3B
2776,Ealing,3,1 to 3 years,5B+
2777,Ealing,3,1 to 3 years,4B
2778,Ealing,3,1 to 3 years,2B
2779,Ealing,2,1 to 3 years,3B
2780,Ealing,2,1 to 3 years,3B
2781,Ealing,2,1 to 3 years,3B
2782,Ealing,2,1 to 3 years,4B
2783,Ealing,2,1 to 3 years,3B
2784,Ealing,2,1 to 3 years,3B
2785,Ealing,2,1 to 3 years,4B
2786,Ealing,2,1 to 3 years,3B
2787,Ealing,2,1 to 3 years,4B
2788,Ealing,2,1 to 3 years,1B
2789,Ealing,2,1 to 3 years,1B
2790,Ealing,2,1 to 3 years,3B
2791,Ealing,2,1 to 3 years,3B
2792,Ealing,2,1 to 3 years,3B
2793,Ealing,2,1 to 3 years,3B
2794,Ealing,2,1 to 3 years,3B
2795,Ealing,2,1 to 3 years,3B
2796,Ealing,2,1 to 3 years,2B
2797,Ealing,2,1 to 3 years,2B
2798,Ealing,2,1 to 3 years,3B
2799,Ealing,2,1 to 3 years,3B
2800,Ealing,2,1 to 3 years,5B+
2801,Ealing,2,1 to 3 years,3B
2802,Ealing,2,1 to 3 years,2B
2803,Ealing,2,1 to 3 years,3B
2804,Ealing,2,1 to 3 years,3B
2805,Ealing,2,1 to 3 years,3B
2806,Ealing,2,1 to 3 years,5B+
2807,Ealing,2,1 to 3 years,1B
2808,Ealing,2,1 to 3 years,1B
2809,Ealing,2,1 to 3 years,3B
2810,Ealing,2,1 to 3 years,3B
2811,Ealing,2,1 to 3 years,3B
2812,Ealing,2,1 to 3 years,3B
2813,Ealing,2,1 to 3 years,3B
2814,Ealing,1,1 to 3 years,3B
2815,Ealing,1,1 to 3 years,2B
2816,Ealing,1,1 to 3 years,5B+
2817,Ealing,1,1 to 3 years,3B
2818,Ealing,1,1 to 3 years,4B
2819,Ealing,1,1 to 3 years,4B
2820,Ealing,1,1 to 3 years,5B+
2821,Ealing,1,1 to 3 years,4B
2822,Ealing,1,1 to 3 years,3B
2823,Ealing,1,1 to 3 years,5B+
2824,Ealing,1,1 to 3 years,4B
2825,Ealing,1,1 to 3 years,3B
2826,Ealing,1,1 to 3 years,4B
2827,Ealing,1,1 to 3 years,5B+
2828,Ealing,1,1 to 3 years,5B+
2829,Ealing,1,1 to 3 years,3B
2830,Ealing,1,1 to 3 years,2B
2831,Ealing,1,1 to 3 years,2B
2832,Ealing,1,1 to 3 years,3B
2833,Ealing,Unknown,Unknown,2B
2834,Ealing,Unknown,Unknown,1B
2835,Ealing,Unknown,Unknown,2B
2836,Ealing,Unknown,Unknown,Unknown
2837,Ealing,Unknown,Unknown,Unknown
2838,Ealing,Unknown,Unknown,Unknown
2839,Ealing,Unknown,Unknown,Unknown
2840,Ealing,Unknown,Unknown,Unknown
2841,Ealing,Unknown,Unknown,Unknown
2842,Ealing,Unknown,Unknown,Unknown
2843,Ealing,Unknown,Unknown,Unknown
2844,Ealing,Unknown,Unknown,Unknown
2845,Ealing,Unknown,Unknown,Unknown
2846,Ealing,Unknown,Unknown,Unknown
2847,Ealing,Unknown,Unknown,Unknown
2848,Ealing,Unknown,Unknown,Unknown
2849,Ealing,Unknown,Unknown,Unknown
2850,Ealing,Unknown,Unknown,Unknown
2851,Ealing,Unknown,Unknown,Unknown
2852,Ealing,Unknown,Unknown,Unknown
2853,Ealing,Unknown,Unknown,Unknown
2854,Ealing,Unknown,Unknown,Unknown
2855,Ealing,Unknown,Unknown,Unknown
2856,Ealing,Unknown,Unknown,3B
2857,Ealing,Unknown,Unknown,Unknown
2858,Ealing,Unknown,Unknown,4B
2859,Ealing,Unknown,Unknown,Unknown
2860,Ealing,Unknown,Unknown,Unknown
2861,Ealing,Unknown,Unknown,Unknown
2862,Ealing,Unknown,Unknown,Unknown
2863,Ealing,Unknown,Unknown,Unknown
2864,Ealing,Unknown,Unknown,Unknown
2865,Ealing,Unknown,Unknown,Unknown
2866,Ealing,Unknown,Unknown,Unknown
2867,Ealing,Unknown,Unknown,Unknown
2868,Ealing,Unknown,Unknown,Unknown
2869,Ealing,Unknown,Unknown,Unknown
2870,Ealing,Unknown,Unknown,Unknown
2871,Ealing,Unknown,Unknown,Unknown
2872,Ealing,Unknown,Unknown,3B
2873,Ealing,Unknown,Unknown,Unknown
2874,Ealing,Unknown,Unknown,Unknown
2875,Ealing,Unknown,Unknown,Unknown
2876,Ealing,Unknown,Unknown,Unknown
2877,Ealing,Unknown,Unknown,Unknown
2878,Ealing,Unknown,Unknown,Unknown
2879,Hammersmith and Fulham,5,3 to 5 years,4B
2880,Hammersmith and Fulham,4,3 to 5 years,3B
2881,Hammersmith and Fulham,4,3 to 5 years,2B
2882,Hammersmith and Fulham,3,3 to 5 years,2B
2883,Hammersmith and Fulham,3,3 to 5 years,2B
2884,Hammersmith and Fulham,3,3 to 5 years,4B
2886,Hammersmith and Fulham,4,1 to 3 years,3B
2888,Hammersmith and Fulham,3,1 to 3 years,3B
2889,Hammersmith and Fulham,3,1 to 3 years,4B
2890,Hammersmith and Fulham,3,1 to 3 years,2B
2891,Hammersmith and Fulham,3,1 to 3 years,5B+
2892,Hammersmith and Fulham,3,1 to 3 years,3B
2893,Hammersmith and Fulham,3,1 to 3 years,2B
2894,Hammersmith and Fulham,3,1 to 3 years,4B
2895,Hammersmith and Fulham,3,1 to 3 years,1B
2896,Hammersmith and Fulham,3,1 to 3 years,1B
2897,Hammersmith and Fulham,3,1 to 3 years,1B
2898,Hammersmith and Fulham,3,1 to 3 years,1B
2900,Hammersmith and Fulham,2,1 to 3 years,2B
2901,Hammersmith and Fulham,2,1 to 3 years,3B
2902,Hammersmith and Fulham,2,1 to 3 years,Unknown
2903,Hammersmith and Fulham,2,1 to 3 years,Unknown
2904,Hammersmith and Fulham,2,1 to 3 years,Unknown
2905,Hammersmith and Fulham,2,1 to 3 years,Unknown
2906,Hammersmith and Fulham,2,1 to 3 years,Unknown
2907,Hammersmith and Fulham,2,1 to 3 years,Unknown
2908,Hammersmith and Fulham,2,1 to 3 years,Unknown
2909,Hammersmith and Fulham,2,1 to 3 years,Unknown
2910,Hammersmith and Fulham,2,1 to 3 years,Unknown
2911,Hammersmith and Fulham,2,1 to 3 years,Unknown
2912,Hammersmith and Fulham,2,1 to 3 years,Unknown
2913,Hammersmith and Fulham,2,1 to 3 years,Unknown
2914,Hammersmith and Fulham,2,1 to 3 years,3B
2915,Hammersmith and Fulham,2,1 to 3 years,2B
2916,Hammersmith and Fulham,2,1 to 3 years,2B
2917,Hammersmith and Fulham,2,1 to 3 years,3B
2918,Hammersmith and Fulham,2,1 to 3 years,3B
2919,Hammersmith and Fulham,2,1 to 3 years,4B
2920,Hammersmith and Fulham,2,1 to 3 years,3B
2921,Hammersmith and Fulham,2,1 to 3 years,2B
2922,Hammersmith and Fulham,2,1 to 3 years,4B
2923,Hammersmith and Fulham,2,1 to 3 years,2B
2924,Hammersmith and Fulham,1,Over 5 years,2B
2925,Hammersmith and Fulham,5,Over 5 years,4B
2926,Hammersmith and Fulham,5,Over 5 years,2B
2927,Hammersmith and Fulham,5,Over 5 years,3B
2928,Hammersmith and Fulham,5,Over 5 years,5B+
2929,Hammersmith and Fulham,5,Over 5 years,5B+
2930,Hammersmith and Fulham,5,Over 5 years,2B
2931,Hammersmith and Fulham,4,Over 5 years,5B+
2932,Hammersmith and Fulham,3,Over 5 years,5B+
2933,Hammersmith and Fulham,3,Over 5 years,4B
2934,Hammersmith and Fulham,3,Over 5 years,2B
2935,Hammersmith and Fulham,4,Over 5 years,3B
2937,Harrow,Unknown,3 to 5 years,Unknown
2939,Harrow,4,3 to 5 years,3B
2940,Harrow,4,3 to 5 years,3B
2941,Harrow,4,3 to 5 years,2B
2942,Harrow,4,3 to 5 years,3B
2943,Harrow,3,3 to 5 years,3B
2944,Harrow,3,3 to 5 years,Unknown
2945,Harrow,3,3 to 5 years,2B
2946,Harrow,3,3 to 5 years,2B
2948,Harrow,2,3 to 5 years,4B
2949,Harrow,2,3 to 5 years,4B
2950,Harrow,2,3 to 5 years,4B
2951,Harrow,2,3 to 5 years,2B
2952,Harrow,2,3 to 5 years,Unknown
2953,Harrow,2,3 to 5 years,Unknown
2954,Harrow,2,3 to 5 years,3B
2958,Harrow,5,1 to 3 years,2B
2959,Harrow,5,1 to 3 years,1B
2960,Harrow,5,1 to 3 years,1B
2961,Harrow,5,1 to 3 years,2B
2962,Harrow,5,1 to 3 years,4B
2963,Harrow,4,1 to 3 years,4B
2964,Harrow,4,1 to 3 years,4B
2965,Harrow,4,1 to 3 years,3B
2966,Harrow,3,1 to 3 years,2B
2967,Harrow,3,1 to 3 years,2B
2968,Harrow,3,1 to 3 years,Unknown
2969,Harrow,3,1 to 3 years,2B
2970,Harrow,3,1 to 3 years,3B
2971,Harrow,3,1 to 3 years,3B
2972,Harrow,3,1 to 3 years,3B
2973,Harrow,3,1 to 3 years,2B
2974,Harrow,3,1 to 3 years,2B
2975,Harrow,3,1 to 3 years,3B
2976,Harrow,3,1 to 3 years,3B
2977,Harrow,3,1 to 3 years,3B
2978,Harrow,3,1 to 3 years,3B
2979,Harrow,3,1 to 3 years,3B
2980,Harrow,3,1 to 3 years,1B
2981,Harrow,2,1 to 3 years,2B
2982,Harrow,2,1 to 3 years,2B
2983,Harrow,2,1 to 3 years,3B
2984,Harrow,2,1 to 3 years,Unknown
2985,Harrow,2,1 to 3 years,4B
2986,Harrow,2,1 to 3 years,4B
2987,Harrow,2,1 to 3 years,Unknown
2988,Harrow,2,1 to 3 years,1B
2989,Harrow,2,1 to 3 years,3B
2990,Harrow,2,1 to 3 years,4B
2991,Harrow,2,1 to 3 years,2B
2992,Harrow,2,1 to 3 years,3B
2993,Harrow,2,1 to 3 years,4B
2994,Harrow,5,Over 5 years,Unknown
2995,Harrow,5,Over 5 years,Unknown
2996,Harrow,5,Over 5 years,2B
2997,Harrow,5,Over 5 years,2B
2998,Harrow,5,Over 5 years,2B
2999,Harrow,4,Over 5 years,Unknown
3000,Harrow,3,Over 5 years,3B
3001,Harrow,3,Over 5 years,3B
3002,Harrow,3,Over 5 years,3B
3003,Harrow,3,Over 5 years,2B
3004,Harrow,3,Over 5 years,3B
3006,Harrow,5,3 to 5 years,3B
3007,Harrow,5,3 to 5 years,3B
3008,Harrow,5,3 to 5 years,4B
3009,Harrow,5,3 to 5 years,3B
3010,Harrow,4,3 to 5 years,3B
3011,Harrow,4,3 to 5 years,3B
3012,Harrow,4,3 to 5 years,3B
3013,Harrow,4,3 to 5 years,3B
3014,Harrow,4,3 to 5 years,3B
3015,Harrow,4,3 to 5 years,3B
3016,Harrow,4,3 to 5 years,3B
3017,Harrow,4,3 to 5 years,3B
3018,Harrow,4,3 to 5 years,3B
3019,Harrow,4,3 to 5 years,3B
3020,Harrow,4,3 to 5 years,3B
3021,Harrow,3,3 to 5 years,3B
3022,Harrow,3,3 to 5 years,3B
3023,Harrow,3,3 to 5 years,3B
3024,Harrow,3,3 to 5 years,3B
3025,Harrow,3,3 to 5 years,3B
3026,Harrow,3,3 to 5 years,3B
3027,Harrow,3,3 to 5 years,3B
3028,Harrow,3,3 to 5 years,3B
3029,Harrow,3,3 to 5 years,3B
3030,Harrow,3,3 to 5 years,3B
3031,Harrow,3,3 to 5 years,3B
3032,Harrow,3,3 to 5 years,3B
3033,Harrow,3,3 to 5 years,3B
3034,Harrow,2,3 to 5 years,3B
3035,Harrow,Unknown,3 to 5 years,2B
3036,Harrow,Unknown,3 to 5 years,2B
3037,Harrow,Unknown,3 to 5 years,3B
3038,Harrow,Unknown,Unknown,Unknown
3039,Harrow,Unknown,Unknown,Unknown
3040,Harrow,Unknown,Unknown,4B
3041,Harrow,Unknown,Unknown,Unknown
3042,Harrow,Unknown,Unknown,Unknown
3043,Harrow,Unknown,Unknown,Unknown
3044,Harrow,Unknown,Unknown,Unknown
3045,Harrow,Unknown,Unknown,Unknown
3046,Harrow,Unknown,Unknown,Unknown
3047,Harrow,Unknown,Unknown,Unknown
3048,Harrow,Unknown,Unknown,Unknown
3049,Harrow,Unknown,Unknown,Unknown
3050,Harrow,Unknown,Unknown,Unknown
3051,Harrow,Unknown,Unknown,Unknown
3052,Harrow,Unknown,Unknown,Unknown
3053,Harrow,Unknown,Unknown,2B
3054,Harrow,Unknown,Unknown,2B
3055,Harrow,Unknown,Unknown,1B
3056,Harrow,Unknown,Unknown,Unknown
3057,Harrow,Unknown,Unknown,Unknown
3058,Harrow,Unknown,Unknown,Unknown
3059,Harrow,Unknown,Unknown,Unknown
3060,Harrow,Unknown,Unknown,Unknown
3061,Harrow,Unknown,Unknown,Unknown
3062,Harrow,Unknown,Unknown,Unknown
3063,Harrow,Unknown,Unknown,Unknown
3065,Harrow,Unknown,Unknown,Unknown
3066,Harrow,Unknown,Unknown,1B
3067,Harrow,Unknown,Unknown,Unknown
3068,Harrow,2,Unknown,Unknown
3069,Hillingdon,5,3 to 5 years,Unknown
3070,Hillingdon,5,3 to 5 years,3B
3071,Hillingdon,5,3 to 5 years,3B
3072,Hillingdon,5,3 to 5 years,2B
3073,Hillingdon,5,3 to 5 years,3B
3074,Hillingdon,5,3 to 5 years,3B
3075,Hillingdon,5,3 to 5 years,4B
3076,Hillingdon,5,3 to 5 years,3B
3077,Hillingdon,5,3 to 5 years,3B
3078,Hillingdon,5,3 to 5 years,3B
3079,Hillingdon,5,3 to 5 years,3B
3080,Hillingdon,4,3 to 5 years,2B
3081,Hillingdon,4,3 to 5 years,2B
3082,Hillingdon,4,3 to 5 years,3B
3083,Hillingdon,4,3 to 5 years,4B
3084,Hillingdon,4,3 to 5 years,3B
3085,Hillingdon,4,3 to 5 years,3B
3086,Hillingdon,3,3 to 5 years,2B
3087,Hillingdon,3,3 to 5 years,2B
3088,Hillingdon,3,3 to 5 years,2B
3089,Hillingdon,3,3 to 5 years,3B
3090,Hillingdon,3,3 to 5 years,3B
3091,Hillingdon,3,3 to 5 years,3B
3092,Hillingdon,3,3 to 5 years,3B
3093,Hillingdon,3,3 to 5 years,5B+
3094,Hillingdon,2,3 to 5 years,1B
3095,Hillingdon,1,3 to 5 years,3B
3096,Hillingdon,1,3 to 5 years,3B
3097,Hillingdon,5,1 to 3 years,3B
3098,Hillingdon,5,1 to 3 years,Unknown
3099,Hillingdon,5,1 to 3 years,3B
3100,Hillingdon,5,1 to 3 years,4B
3101,Hillingdon,5,1 to 3 years,3B
3102,Hillingdon,5,1 to 3 years,Unknown
3103,Hillingdon,4,1 to 3 years,Unknown
3104,Hillingdon,3,1 to 3 years,3B
3105,Hillingdon,3,1 to 3 years,3B
3106,Hillingdon,3,1 to 3 years,3B
3107,Hillingdon,3,1 to 3 years,2B
3108,Hillingdon,3,1 to 3 years,2B
3109,Hillingdon,3,1 to 3 years,3B
3110,Hillingdon,3,1 to 3 years,3B
3111,Hillingdon,3,1 to 3 years,2B
3112,Hillingdon,3,1 to 3 years,1B
3113,Hillingdon,3,1 to 3 years,2B
3114,Hillingdon,3,1 to 3 years,3B
3115,Hillingdon,3,1 to 3 years,Unknown
3116,Hillingdon,3,1 to 3 years,3B
3117,Hillingdon,3,1 to 3 years,3B
3118,Hillingdon,3,1 to 3 years,4B
3119,Hillingdon,3,1 to 3 years,3B
3120,Hillingdon,3,1 to 3 years,2B
3121,Hillingdon,3,1 to 3 years,3B
3122,Hillingdon,3,1 to 3 years,Unknown
3123,Hillingdon,3,1 to 3 years,2B
3124,Hillingdon,3,1 to 3 years,3B
3125,Hillingdon,3,1 to 3 years,4B
3126,Hillingdon,3,1 to 3 years,2B
3127,Hillingdon,3,1 to 3 years,2B
3128,Hillingdon,3,1 to 3 years,3B
3129,Hillingdon,3,1 to 3 years,2B
3130,Hillingdon,3,1 to 3 years,4B
3131,Hillingdon,3,1 to 3 years,3B
3132,Hillingdon,3,1 to 3 years,Unknown
3133,Hillingdon,3,1 to 3 years,Unknown
3134,Hillingdon,3,1 to 3 years,2B
3135,Hillingdon,2,1 to 3 years,2B
3136,Hillingdon,2,1 to 3 years,2B
3137,Hillingdon,2,1 to 3 years,3B
3138,Hillingdon,2,1 to 3 years,1B
3139,Hillingdon,2,1 to 3 years,2B
3140,Hillingdon,2,1 to 3 years,3B
3141,Hillingdon,2,1 to 3 years,Unknown
3142,Hillingdon,2,1 to 3 years,3B
3143,Hillingdon,2,1 to 3 years,3B
3144,Hillingdon,2,1 to 3 years,2B
3145,Hillingdon,2,1 to 3 years,2B
3146,Hillingdon,2,1 to 3 years,2B
3147,Hillingdon,2,1 to 3 years,3B
3148,Hillingdon,2,1 to 3 years,3B
3149,Hillingdon,2,1 to 3 years,3B
3150,Hillingdon,2,1 to 3 years,3B
3151,Hillingdon,2,1 to 3 years,Unknown
3152,Hillingdon,2,1 to 3 years,3B
3153,Hillingdon,2,1 to 3 years,Unknown
3154,Hillingdon,2,1 to 3 years,3B
3155,Hillingdon,2,1 to 3 years,3B
3156,Hillingdon,2,1 to 3 years,3B
3157,Hillingdon,2,1 to 3 years,3B
3158,Hillingdon,2,1 to 3 years,Unknown
3159,Hillingdon,2,1 to 3 years,2B
3160,Hillingdon,2,1 to 3 years,Unknown
3161,Hillingdon,2,1 to 3 years,4B
3162,Hillingdon,2,1 to 3 years,3B
3163,Hillingdon,2,1 to 3 years,3B
3164,Hillingdon,2,1 to 3 years,2B
3165,Hillingdon,2,1 to 3 years,3B
3166,Hillingdon,2,1 to 3 years,Unknown
3167,Hillingdon,2,1 to 3 years,3B
3168,Hillingdon,2,1 to 3 years,1B
3169,Hillingdon,2,1 to 3 years,3B
3170,Hillingdon,2,1 to 3 years,3B
3171,Hillingdon,2,1 to 3 years,2B
3172,Hillingdon,2,1 to 3 years,1B
3173,Hillingdon,2,1 to 3 years,1B
3174,Hillingdon,2,1 to 3 years,Unknown
3175,Hillingdon,1,1 to 3 years,3B
3176,Hillingdon,4,Over 5 years,3B
3177,Hillingdon,3,Over 5 years,Unknown
3178,Hillingdon,3,Over 5 years,3B
3179,Hillingdon,3,Over 5 years,3B
3180,Hillingdon,3,Over 5 years,3B
3181,Hillingdon,3,Over 5 years,1B
3182,Hillingdon,Unknown,Unknown,2B
3183,Hillingdon,Unknown,Unknown,3B
3184,Hillingdon,Unknown,Unknown,Unknown
3185,Hillingdon,Unknown,Unknown,2B
3186,Hillingdon,Unknown,Unknown,Unknown
3187,Hillingdon,Unknown,Unknown,Unknown
3188,Hillingdon,Unknown,Unknown,Unknown
3189,Hillingdon,Unknown,Unknown,1B
3190,Hillingdon,Unknown,Unknown,Unknown
3191,Hillingdon,Unknown,Unknown,Unknown
3192,Hillingdon,Unknown,Unknown,Unknown
3193,Hillingdon,Unknown,Unknown,Unknown
3194,Hillingdon,Unknown,Unknown,Unknown
3195,Hillingdon,Unknown,Unknown,2B
3196,Hillingdon,Unknown,Unknown,Unknown
3197,Hillingdon,Unknown,Unknown,Unknown
3198,Hillingdon,Unknown,Unknown,2B
3199,Hillingdon,Unknown,Unknown,Unknown
3200,Hillingdon,Unknown,Unknown,Unknown
3201,Hillingdon,Unknown,Unknown,Unknown
3202,Hillingdon,Unknown,Unknown,Unknown
3203,Hillingdon,Unknown,Unknown,Unknown
3204,Hillingdon,Unknown,Unknown,2B
3205,Hillingdon,Unknown,Unknown,Unknown
3206,Hillingdon,Unknown,Unknown,Unknown
3207,Hillingdon,Unknown,Unknown,Unknown
3208,Hillingdon,2,Unknown,1B
3209,Hounslow,5,3 to 5 years,5B+
3210,Hounslow,5,3 to 5 years,5B+
3211,Hounslow,4,3 to 5 years,2B
3212,Hounslow,4,3 to 5 years,2B
3213,Hounslow,4,3 to 5 years,2B
3214,Hounslow,4,3 to 5 years,3B
3215,Hounslow,4,3 to 5 years,3B
3216,Hounslow,3,3 to 5 years,3B
3217,Hounslow,3,3 to 5 years,2B
3218,Hounslow,3,3 to 5 years,3B
3219,Hounslow,2,3 to 5 years,3B
3220,Hounslow,Unknown,3 to 5 years,3B
3221,Hounslow,Unknown,3 to 5 years,1B
3222,Hounslow,Unknown,3 to 5 years,2B
3224,Hounslow,4,3 to 5 years,Unknown
3225,Hounslow,4,3 to 5 years,2B
3226,Hounslow,3,3 to 5 years,2B
3227,Hounslow,3,3 to 5 years,2B
3229,Hounslow,3,3 to 5 years,2B
3230,Hounslow,3,3 to 5 years,2B
3231,Hounslow,3,3 to 5 years,2B
3232,Hounslow,3,3 to 5 years,2B
3233,Hounslow,2,3 to 5 years,2B
3234,Hounslow,2,3 to 5 years,2B
3235,Hounslow,2,3 to 5 years,2B
3236,Hounslow,2,3 to 5 years,3B
3237,Hounslow,2,3 to 5 years,2B
3238,Hounslow,2,3 to 5 years,2B
3239,Hounslow,2,3 to 5 years,2B
3240,Hounslow,2,3 to 5 years,2B
3241,Hounslow,2,3 to 5 years,2B
3242,Hounslow,2,3 to 5 years,Unknown
3243,Hounslow,2,3 to 5 years,2B
3244,Hounslow,2,3 to 5 years,3B
3245,Hounslow,2,3 to 5 years,3B
3246,Hounslow,2,3 to 5 years,1B
3247,Hounslow,2,3 to 5 years,1B
3248,Hounslow,5,1 to 3 years,2B
3249,Hounslow,4,1 to 3 years,2B
3250,Hounslow,4,1 to 3 years,2B
